,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,전형유형,지역,대학명,계열,충족여부,전형명,모집단위명,모집예정인원,선발유형,전형방법,최저학력기준 내용
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),신소재화학공학과,21,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),인공지능학과,19,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),작업치료학과,12,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),재활학과,12,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),전기전자공학과,12,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),정보통신공학과,24,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),컴퓨터공학과,28,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),토목환경공학과,28,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),패션산업학과,13,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),한식조리학과,19,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,일반학생전형(교과),환경생명과학과,19,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,재직자전형,로컬벤처학부,7,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,재직자전형,미네르바학부,15,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,재직자전형,창업경영금융학과,11,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,재직자전형,농식품경영학과,9,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,재직자전형,반려동식물학과,10,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,재직자전형,친환경자동차학과,3,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,지역인재1전형,경영대학,76,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,지역인재1전형,관광경영학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,지역인재1전형,외식산업조리학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,지역인재1전형,인문콘텐츠대학,30,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,지역인재1전형,자유전공학부,20,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,인문,최저미반영,지역인재1전형,호텔경영학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,간호학과,30,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,건축공학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,게임콘텐츠학과,6,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,물리치료학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,반려동물산업학부,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,방사선학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,보건관리학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,소방안전공학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,작업치료학과,6,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,전기전자공학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,컴퓨터공학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,패션산업학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재1전형,한식조리학과,5,일괄합산,학생부(정량)100,미반영
,학생부교과,전북,전주대,자연,최저미반영,지역인재2전형,간호학과,3,일괄합산,학생부(정량)100,미반영
,학생부교과,제주,제주대,공통,최저미반영,일반학생전형(교과),자유전공,23,일괄합산,학생부(정량)100,미반영
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),경영정보학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),경영학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,최저미반영,일반학생전형(교과),경영학과(야),3,일괄합산,학생부(정량)100,미반영
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),경제학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),관광개발학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),관광경영학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),국어교육과,3,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),국어국문학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),독일학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),무역학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),사학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),사회교육과,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),사회학과,10,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),산업응용경제학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),언론홍보학과,11,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),영어교육과,3,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),영어영문학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),윤리교육과,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),일어일문학과,10,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),정치외교학과,11,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),중어중문학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),지리교육과,3,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),철학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),초등교육학부,29,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 8이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),행정학과,10,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,최저미반영,일반학생전형(교과),행정학과(야),4,일괄합산,학생부(정량)100,미반영
,학생부교과,제주,제주대,인문,#REF!,일반학생전형(교과),회계학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),간호학과,16,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 11이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),건축공학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),건축학과,2,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),기계시스템공학과,19,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),데이터사이언스학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),물리교육전공,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),물리학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),바이오메디컬정보학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),생명공학부,18,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),생물교육전공,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),생물학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),생활환경복지학부,10,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),수산생명의학과,11,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),수의예과,10,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 7이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),수학과,10,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),수학교육과,2,일괄합산,학생부(정량)100,국수(미/기)영탐(2) 중 수학 포함 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),식물자원환경전공,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),식품생명공학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),식품영양학과,10,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),약학과,6,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 7이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),원예과학전공,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),원자력공학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),의예과,20,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 6이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),인공지능학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),전기공학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),전자공학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),지구해양과학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),컴퓨터공학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),컴퓨터교육과,3,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),토목공학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),통신공학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),패션의류학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),해양산업경찰학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),해양생명과학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),해양시스템공학과,8,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),화공그린에너지학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),화학코스메틱스학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,일반학생전형(교과),환경공학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재고른기회전형(교과),간호학과,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 11이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재고른기회전형(교과),약학과,1,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 8이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재고른기회전형(교과),의예과,2,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 7이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,공통,최저미반영,지역인재전형(교과),자유전공,15,일괄합산,학생부(정량)100,미반영
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),경영정보학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),경영학과,15,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),경제학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),관광개발학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),관광경영학과,15,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),국어교육과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),국어국문학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),독일학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),무역학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),사학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),사회교육과,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),사회학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),산업응용경제학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),언론홍보학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),영어교육과,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),영어영문학과,10,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),윤리교육과,3,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),일어일문학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),정치외교학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),중어중문학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),지리교육과,3,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),철학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),초등교육학부,28,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 8이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),행정학과,17,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,인문,#REF!,지역인재전형(교과),회계학과,16,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 9이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),간호학과,26,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 11이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),건축공학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),건축학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),기계시스템공학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),데이터사이언스학과,12,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),물리교육전공,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),물리학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),바이오메디컬정보학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),생명공학부,12,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),생물교육전공,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),생물학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),생활환경복지학부,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),수산생명의학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),수의예과,13,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 7이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),수학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),수학교육과,5,일괄합산,학생부(정량)100,국수(미/기)영탐(2) 중 수학 포함 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),식물자원환경전공,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),식품생명공학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),식품영양학과,5,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),약학과,8,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 7이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),원예과학전공,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),원자력공학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),의예과,30,일괄합산,학생부(정량)100,국수(미/기)영과(2) 중 수학 포함 3개 영역 합 6이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),인공지능학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),전기공학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),전자공학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),지구해양과학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),컴퓨터공학과,7,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),컴퓨터교육과,2,일괄합산,학생부(정량)100,국수영탐(2) 중 3개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),토목공학과,6,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),통신공학과,9,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
,학생부교과,제주,제주대,자연,#REF!,지역인재전형(교과),패션의류학과,4,일괄합산,학생부(정량)100,국수영탐(2) 중 2개 영역 합 10이내 (탐구 소수점 절사)
