지역구분,대학설립형태,대학명,전형세부유형,중심전형분류,계열,상세계열,모집단위명,소재지,모집인원,"전영역
응시
여부","필수
응시
과목","탐구
반영
방법",최저학력기준 내용
충남,사립,순천향대,교과우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,컴퓨터공학과,,11,,,,"국, 수, 영 중 1개 영역 5이내"
충남,사립,순천향대,교과우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,컴퓨터소프트웨어공학과,,12,,,,"국, 수, 영 중 1개 영역 5이내"
충남,사립,순천향대,교과우수자전형,학생부교과,자연,물리•화학•생명•천문,화학과,,7,,,,"국, 수, 영 중 1개 영역 5이내"
충남,사립,순천향대,교과우수자전형,학생부교과,자연,생명공•의과학•보건,환경보건학과,,11,,,,"국, 수, 영 중 1개 영역 5이내"
충남,사립,순천향대,충남형지역인재전형,학생부교과,자연,의예,의예과,,10,Y,,1과목,"국, 수, 영, 탐(사/과)(1과목) 영역 합 6이내 (수(확통), 탐(사) 선택시 각각 0.5등급 하향)"
충남,사립,순천향대,충청형지역인재전형,학생부교과,자연,간호,간호학과,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 3개 영역 합 10이내"
충남,사립,순천향대,충청형지역인재전형,학생부교과,자연,의예,의예과,,26,Y,,1과목,"국, 수, 영, 탐(사/과)(1과목) 영역 합 6이내 (수(확통), 탐(사) 선택시 각각 0.5등급 하향)"
서울,사립,숭실대,논술우수자전형,논술,인문,경영•경제•무역,경영학부,,16,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,경영•경제•무역,경제학과,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,국어국문학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,법•정치•행정,국제법무학과,,2,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,경영•경제•무역,글로벌통상학과,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,금융•회계•세무,금융학부,,2,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,독어독문학과,,2,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,법•정치•행정,법학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,경영•경제•무역,벤처중소기업학과,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,불어불문학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,사학과,,3,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,복지•아동•가족,사회복지학부,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,사회•언론•매체,언론홍보학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,영어영문학과,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,일어일문학과,,3,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,사회•언론•매체,정보사회학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,법•정치•행정,정치외교학과,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,중어중문학과,,3,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,어문•인문학,철학과,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,사범계,평생교육학과,,3,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,법•정치•행정,행정학부,,6,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,인문,금융•회계•세무,회계학과,,2,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,AI융합학부,,6,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,건설•토목•안전,건축학부-건축학건축공학,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,사회•언론•매체,글로벌미디어학부,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,기계•자동차•철도•항공•조선,기계공학부,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,물리•화학•생명•천문,물리학과,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,산업정보시스템공학과,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,소프트웨어학부,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,수학•통계,수학과,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,신소재•화공•에너지,신소재공학과,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,생명공•의과학•보건,의생명시스템학부,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,전기공학부,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,전자정보공학부-IT융합,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,전자정보공학부-전자공학,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,수학•통계,정보통계보험수리학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,전기•전자•컴퓨터•통신,컴퓨터학부,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,신소재•화공•에너지,화학공학과,,12,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,논술우수자전형,논술,자연,물리•화학•생명•천문,화학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,공통,자유전공,융합특성화자유전공학부,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,경영•경제•무역,경영학부,,27,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,경영•경제•무역,경제학과,,15,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,국어국문학과,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,법•정치•행정,국제법무학과,,6,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,경영•경제•무역,글로벌통상학과,,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,금융•회계•세무,금융학부,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,독어독문학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,법•정치•행정,법학과,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,경영•경제•무역,벤처중소기업학과,,11,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,불어불문학과,,5,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,사학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,복지•아동•가족,사회복지학부,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,사회•언론•매체,언론홍보학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,영어영문학과,,14,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,일어일문학과,,8,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,사회•언론•매체,정보사회학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,법•정치•행정,정치외교학과,,4,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,중어중문학과,,3,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,어문•인문학,철학과,,7,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,사범계,평생교육학과,,2,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,법•정치•행정,행정학부,,9,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,인문,금융•회계•세무,회계학과,,10,,,1과목,"국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,AI융합학부,,7,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,건설•토목•안전,건축학부-건축학건축공학,,16,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,건설•토목•안전,건축학부-실내건축,,3,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,사회•언론•매체,글로벌미디어학부,,14,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,기계•자동차•철도•항공•조선,기계공학부,,18,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,물리•화학•생명•천문,물리학과,,3,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,산업정보시스템공학과,,20,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,소프트웨어학부,,13,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,수학•통계,수학과,,8,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,신소재•화공•에너지,신소재공학과,,18,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,생명공•의과학•보건,의생명시스템학부,,9,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,전기공학부,,23,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,전자정보공학부-IT융합,,20,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,전자정보공학부-전자공학,,19,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,수학•통계,정보통계보험수리학과,,7,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,전기•전자•컴퓨터•통신,컴퓨터학부,,15,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,신소재•화공•에너지,화학공학과,,25,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
서울,사립,숭실대,학생부우수자전형,학생부교과,자연,물리•화학•생명•천문,화학과,,6,,,1과목,"국, 수(미적/기하), 영, 탐(과)(1과목) 중 2개 영역 합 6이내"
경기,사립,아주대,ACE전형,학생부종합,자연,약학,약학과,,15,,,2과목평균,"국, 수, 영, 탐(사/과)(2과목평균) 중 3개 영역 합 5이내"
경기,사립,아주대,ACE전형,학생부종합,자연,의예,의학과,,40,Y,,2과목평균,"국, 수, 영, 탐(사/과)(2과목평균) 영역 합 6이내"
경기,사립,아주대,고교추천전형,학생부교과,인문,경영•경제•무역,경영인텔리전스학과,,9,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,경영•경제•무역,경영학과,,20,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,경영•경제•무역,경제학과,,14,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,어문•인문학,국어국문학과,,6,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,금융•회계•세무,금융공학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,사회•언론•매체,문화콘텐츠학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,어문•인문학,불어불문학과,,6,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,어문•인문학,사학과,,6,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,사회•언론•매체,사회학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,사회•언론•매체,심리학과,,9,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,어문•인문학,영어영문학과,,10,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,법•정치•행정,정치외교학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,인문,법•정치•행정,행정학과,,10,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,기계•자동차•철도•항공•조선,AI모빌리티공학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,간호,간호학과,,7,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,건설•토목•안전,건설시스템공학과,,7,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,건설•토목•안전,건축학과,,11,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,기계•자동차•철도•항공•조선,교통시스템공학과,,7,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,기계•자동차•철도•항공•조선,기계공학과,,23,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,전기•전자•컴퓨터•통신,디지털미디어학과,,18,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,물리•화학•생명•천문,물리학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,전기•전자•컴퓨터•통신,사이버보안학과,,8,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,기타자연계,산업공학과,,20,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,생명공•의과학•보건,생명과학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,전기•전자•컴퓨터•통신,소프트웨어학과,,12,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,수학•통계,수학과,,6,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,생명공•의과학•보건,응용화학생명공학과,,14,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,의예,의학과,,15,Y,,2과목평균,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(2과목평균) 중 2개 영역 합 6이내"
경기,사립,아주대,고교추천전형,학생부교과,자연,전기•전자•컴퓨터•통신,전자공학과,,32,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,전기•전자•컴퓨터•통신,지능형반도체공학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,신소재•화공•에너지,첨단신소재공학과,,6,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,신소재•화공•에너지,화학공학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,물리•화학•생명•천문,화학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,고교추천전형,학생부교과,자연,건설•토목•안전,환경안전공학과,,5,Y,사/과탐2과목,1과목,"*수능 4개 영역 필수 응시* 국, 수, 영, 탐(사/과)(1과목) 중 2개 영역 합 5이내 (탐구 2과목 필수응시)"
경기,사립,아주대,논술우수자전형,논술,자연,약학,약학과,,5,,,2과목평균,"국, 수, 영, 탐(사/과)(2과목평균) 중 3개 영역 합 5이내"
경기,사립,아주대,논술우수자전형,논술,자연,의예,의학과,,20,Y,,2과목평균,"국, 수, 영, 탐(사/과)(2과목평균) 영역 합 6이내"
서울,사립,연세대,학생부교과전형(추천형),학생부교과,공통,간호,간호학과,,10,,국어/수학,1과목,"국, 수, 탐(사/과)(1과목) 중 국어 또는 수학 포함 2개 영역 합 4이내 또는 국, 수(미적/기하), 탐(과)(1과목) 중 수학 포함 2개 영역 합 5이내, 영어 3이내, 한국사 4이내"
서울,사립,연세대,학생부교과전형(추천형),학생부교과,공통,생활과학,식품영양학과,,5,,국어/수학,1과목,"국, 수, 탐(사/과)(1과목) 중 국어 또는 수학 포함 2개 영역 합 4이내 또는 국, 수(미적/기하), 탐(과)(1과목) 중 수학 포함 2개 영역 합 5이내, 영어 3이내, 한국사 4이내"
서울,사립,연세대,학생부교과전형(추천형),학생부교과,공통,건설•토목•안전,실내건축학과,,5,,국어/수학,1과목,"국, 수, 탐(사/과)(1과목) 중 국어 또는 수학 포함 2개 영역 합 4이내 또는 국, 수(미적/기하), 탐(과)(1과목) 중 수학 포함 2개 영역 합 5이내, 영어 3이내, 한국사 4이내"
서울,사립,연세대,학생부교과전형(추천형),학생부교과,공통,복지•아동•가족,아동가족학과,,5,,국어/수학,1과목,"국, 수, 탐(사/과)(1과목) 중 국어 또는 수학 포함 2개 영역 합 4이내 또는 국, 수(미적/기하), 탐(과)(1과목) 중 수학 포함 2개 영역 합 5이내, 영어 3이내, 한국사 4이내"
서울,사립,연세대,학생부교과전형(추천형),학생부교과,공통,디자인•의류•뷰티,의류환경학과,,5,,국어/수학,1과목,"국, 수, 탐(사/과)(1과목) 중 국어 또는 수학 포함 2개 영역 합 4이내 또는 국, 수(미적/기하), 탐(과)(1과목) 중 수학 포함 2개 영역 합 5이내, 영어 3이내, 한국사 4이내"
서울,사립,연세대,학생부교과전형(추천형),학생부교과,공통,디자인•의류•뷰티,통합디자인학과,,5,,국어/수학,1과목,"국, 수, 탐(사/과)(1과목) 중 국어 또는 수학 포함 2개 영역 합 4이내 또는 국, 수(미적/기하), 탐(과)(1과목) 중 수학 포함 2개 영역 합 5이내, 영어 3이내, 한국사 4이내"
